generation, v1, v2, v3, q, v4, v5, nef, nes
3000,7.66601,0.0365118,0.0746242,0.185633,0.100982,0.0,530.287,444.998
3005,7.85966,0.0543493,0.0663326,0.313255,0.151473,0.0,506.599,436.613
3010,8.1786,0.0365118,0.00829157,0.426877,0.050491,0.0,500.0,434.998
3015,8.98645,0.0,0.0251731,0.290051,0.143058,0.0,520.877,435.853
3020,9.1696,0.0,0.176211,0.275425,0.117812,0.00639729,507.114,435.853
3025,9.13543,0.0,0.0755192,0.149837,0.185134,0.0,492.596,431.917
3030,8.60006,0.0,0.0503461,0.17656,0.185134,0.0,497.507,430.719
3035,8.61145,0.0,0.0,0.278449,0.0168303,0.0,489.216,426.941
3040,8.98735,0.0,0.0,0.150827,0.0336607,0.0,502.518,431.963
3045,9.36324,0.0,0.0,0.0,0.0306614,0.0,501.508,433.77
3050,8.95317,0.0,0.0,0.0,0.0420759,0.0131744,507.63,431.991
3055,8.73675,0.0,0.0,0.0,0.00841517,0.00761941,502.012,432.942
3060,8.86205,0.0,0.00969041,0.0,0.010866,0.0171264,489.696,430.0
3065,9.06708,0.0,0.0,0.0,0.0,0.0380971,498.004,428.476
3070,9.36324,0.0,0.0,0.0,0.0,0.0152388,498.004,431.991
3075,9.21516,0.0,0.0,0.0,0.0,0.0,523.061,434.887
3080,9.01013,0.0,0.0,0.0,0.0,0.0,495.04,422.0
3085,8.93039,0.0,0.0,0.0,0.0,0.0,484.466,423.849
3090,8.96457,0.0,0.0,0.0255114,0.0,0.0,485.881,429.991
3095,9.34859,0.0,0.0,0.0255114,0.0,0.0,516.563,437.772
3100,9.78535,0.0,0.0286832,0.0680212,0.0,0.0,483.996,428.942
3105,9.36761,0.010293,0.00865233,0.18068,0.0,0.0,478.887,425.662
3110,9.70933,0.0,0.0,0.0637646,0.0,0.0,516.563,441.919
3115,9.72775,0.0210119,0.0,0.102618,0.0,0.0,473.435,423.915
3120,9.72775,0.0105059,0.0343171,0.294288,0.0108804,0.00964071,522.513,441.774
3125,10.0923,0.00842162,0.0343171,0.495833,0.0326412,0.0,492.596,428.606
3130,9.94417,0.0,0.0800732,0.46298,0.130565,0.0,494.059,431.991
3135,10.0078,0.0,0.0457561,0.158213,0.200582,0.0,524.711,436.888
3140,9.96221,0.0,0.0343171,0.0,0.0670453,0.0,504.04,426.885
3145,9.56828,0.0,0.0,0.0,0.0779257,0.0,508.665,424.885
3150,9.41106,0.0,0.0,0.0,0.124973,0.0,526.927,432.998
3155,9.56368,0.0,0.0,0.0,0.195847,0.0,502.518,427.85
3160,9.7322,0.0,0.00884227,0.0,0.174086,0.0,490.659,429.991
3165,9.59551,0.0111283,0.0,0.0,0.0979236,0.0204909,484.937,419.848
3170,9.72547,0.0,0.0,0.0107754,0.128151,0.0,512.32,439.964
3175,9.41791,0.0,0.0,0.0,0.0846297,0.0733943,503.024,426.998
3180,9.47715,0.0,0.0,0.00904952,0.0326412,0.0517661,499.0,429.963
3185,9.40881,0.0,0.0,0.0,0.0208691,0.0724725,502.518,432.998
3190,9.75053,0.0,0.0,0.0166093,0.0313037,0.0103532,497.012,444.98
3195,9.45437,0.0,0.0,0.0,0.0521728,0.0414129,498.004,430.886
3200,9.37463,0.0,0.0115063,0.0,0.0400464,0.0103532,498.501,434.979
3205,9.53411,0.0108726,0.0,0.0,0.0590698,0.0,469.868,427.991
3210,9.07847,0.0,0.0,0.0,0.125523,0.0,473.884,418.998
3215,9.13072,0.0,0.0,0.0,0.164391,0.0,499.499,428.998
3220,9.11975,0.0,0.0,0.0313223,0.140701,0.0,509.704,438.943
3225,8.63778,0.0,0.0,0.0234917,0.0738373,0.0,511.795,427.991
3230,8.99602,0.0,0.0,0.0,0.0738373,0.0,486.829,430.886
3235,8.86873,0.0,0.0,0.00855721,0.0147675,0.0247544,496.517,428.998
3240,9.3715,0.0126055,0.0,0.00855721,0.0590698,0.0,519.792,433.963
3245,9.54077,0.0,0.0,0.0,0.0221512,0.0,517.635,435.963
3250,9.65784,0.0,0.0,0.0,0.0443024,0.0,485.409,421.962
3255,9.77564,0.0,0.0104471,0.0,0.0959885,0.0,488.737,429.991
3260,9.64686,0.0,0.0,0.0,0.199361,0.0,501.004,429.963
3265,9.21871,0.00756314,0.0,0.0,0.162442,0.0,490.659,423.66
3270,9.88722,0.0,0.0,0.0,0.162442,0.0,498.004,430.998
3275,9.75053,0.0,0.0,0.0,0.125523,0.0,477.969,429.963
3280,9.61384,0.0,0.0,0.00860646,0.0295349,0.0,500.502,432.721
3285,9.62523,0.0,0.0,0.0230013,0.0443024,0.0,506.599,435.917
3290,9.72882,0.0,0.0,0.0805045,0.00738373,0.0,507.114,431.963
3295,9.53731,0.0,0.0,0.0805045,0.0,0.00915089,475.691,424.979
3300,9.88935,0.0,0.0,0.125318,0.0,0.0,515.496,438.979
