generation, v1, v2, v3, q, v4, v5, nef, nes
3000,5.48482,0.0,0.0,0.0,0.0,0.016902,533.12,451.92
3005,5.44358,0.0,0.0,0.00970745,0.0,0.025663,488.258,435.963
3010,5.42984,0.0,0.0,0.0388298,0.0134944,0.0,496.024,432.979
3015,5.31986,0.0129768,0.0,0.0388298,0.0,0.0,516.563,430.162
3020,5.53981,0.0,0.0,0.0,0.0,0.0113375,479.347,417.962
3025,5.66353,0.0,0.0,0.00888804,0.0,0.022675,541.215,438.979
3030,5.59479,0.0,0.0,0.0,0.0,0.0,496.024,429.991
3035,5.66353,0.0,0.0,0.0,0.0,0.0,490.659,422.809
3040,5.72775,0.0,0.0,0.0365863,0.0,0.0,507.63,432.887
3045,5.3886,0.00946181,0.0,0.0243909,0.0,0.00497907,518.172,442.0
3050,5.86462,0.0,0.0,0.0487818,0.0,0.0398325,501.004,428.718
3055,5.7735,0.0,0.0,0.0853681,0.0,0.0398325,501.508,437.991
3060,5.60854,0.0,0.0,0.146345,0.0456041,0.0597488,489.696,425.991
3065,5.1824,0.0,0.0,0.219518,0.0798072,0.124477,512.32,433.77
3070,5.34736,0.0,0.00974104,0.219518,0.11401,0.174267,477.969,428.942
3075,5.49857,0.0,0.0201667,0.292691,0.0,0.174267,497.012,436.998
3080,4.6188,0.0,0.0,0.158541,0.0,0.0868336,517.098,439.855
3085,4.93497,0.0,0.0,0.0853681,0.0,0.0661875,511.795,442.0
3090,4.82499,0.0,0.0,0.0,0.0,0.00497907,487.781,429.991
3095,4.44009,0.0,0.0,0.0,0.0,0.0,505.061,440.98
3100,4.57756,0.0,0.0,0.0,0.0,0.0,496.517,430.979
3105,4.73493,0.0,0.0,0.00560564,0.0,0.0,499.499,437.854
3110,4.33802,0.0104453,0.0,0.0168169,0.0,0.0,494.059,432.887
3115,5.43466,0.034867,0.0,0.0392394,0.0,0.0,511.795,437.991
3120,5.16865,0.0220783,0.0,0.0112113,0.0,0.00676454,502.518,433.963
3125,5.11367,0.0172803,0.0,0.0,0.0,0.0,497.507,428.0
3130,5.55355,0.0518408,0.0,0.0,0.0,0.0,492.596,431.991
3135,5.81977,0.0,0.0,0.0,0.0,0.0,500.0,434.0
3140,4.77001,0.0,0.0261486,0.0,0.0,0.0,498.501,432.942
3145,4.96246,0.0,0.0,0.0,0.0,0.0,484.466,437.963
3150,4.33012,0.0,0.0,0.0,0.0186061,0.0120081,497.507,428.0
3155,4.34387,0.0,0.0,0.0,0.0465152,0.0,509.704,430.608
3160,4.17891,0.0184895,0.0,0.0,0.0372121,0.0,515.496,443.919
3165,4.4126,0.0,0.0220144,0.0,0.102333,0.0,498.501,436.888
3170,4.37136,0.0,0.0,0.0,0.111636,0.0,505.061,432.887
3175,3.81922,0.0105013,0.0,0.0,0.176758,0.0,496.517,427.85
3180,4.31638,0.0210026,0.0,0.0,0.111636,0.0,495.531,427.664
3185,4.31638,0.0,0.0,0.0,0.0651212,0.0,471.645,423.962
3190,4.55007,0.00735966,0.0,0.0,0.0372121,0.0,491.142,432.942
3195,5.12741,0.022079,0.0,0.0,0.0186061,0.0,520.334,433.963
3200,5.07243,0.0,0.0,0.0,0.0279091,0.0,506.085,436.943
3205,4.75626,0.0,0.00873993,0.0,0.0,0.0558362,481.196,428.811
3210,4.83874,0.0,0.0,0.0,0.0,0.086928,497.507,420.599
3215,5.3611,0.0,0.0,0.0,0.0,0.0875554,499.499,433.548
3220,4.06894,0.018669,0.0,0.0,0.0,0.0,495.531,427.963
3225,3.23041,0.056007,0.0,0.0117836,0.0603254,0.0374093,501.004,441.919
3230,3.39537,0.0840105,0.0143231,0.0,0.110176,0.0187047,520.877,444.89
3235,3.16168,0.121349,0.0429692,0.00943485,0.0402169,0.0187047,489.216,424.0
3240,3.23041,0.158687,0.00716154,0.0,0.0603254,0.0,500.0,429.544
