generation, v1, v2, v3, q, v4, v5, nef, nes
3000,2.23425,2.81454,0.0,0.0,0.0,0.0,499.499,428.998
3005,2.07981,2.60859,0.0,0.0,0.0,0.0,498.501,434.943
3010,1.82111,2.45604,0.0,0.0,0.0164893,0.0,503.532,425.662
3015,1.81211,2.3272,0.0115369,0.0,0.0,0.0,510.747,434.943
3020,1.65767,2.1662,0.0,0.0,0.0,0.0,519.792,443.991
3025,1.67826,1.80771,0.0,0.0,0.0,0.0,512.847,442.817
3030,1.26642,2.06704,0.0,0.0,0.0,0.0,511.795,432.942
3035,1.49486,1.98314,0.00991562,0.0,0.0,0.0,482.126,421.763
3040,1.28808,1.98314,0.0174781,0.0,0.0,0.0,490.177,423.962
3045,1.31897,1.92975,0.0102909,0.0,0.0,0.0,510.747,432.887
3050,0.995074,1.8611,0.0,0.0,0.0,0.0,469.426,426.998
3055,1.27865,1.42634,0.0,0.0,0.0322687,0.0,488.737,432.998
3060,0.916353,1.40345,0.011414,0.0,0.0831531,0.0,483.059,423.849
3065,0.904432,1.39583,0.011414,0.0,0.0601921,0.0,533.69,446.998
3070,0.760286,1.51024,0.00932761,0.0,0.0093078,0.0,522.513,434.979
3075,0.720727,1.47126,0.0,0.0,0.0,0.0,486.355,429.916
3080,0.555989,1.21277,0.0,0.0,0.0,0.0,491.142,426.941
3085,0.535397,1.11361,0.0,0.0,0.0,0.0,514.964,431.963
3090,0.504509,1.06785,0.0,0.0,0.0,0.0,486.355,424.941
3095,0.308883,1.41108,0.0,0.0,0.0,0.0,501.508,429.963
3100,0.504509,1.41871,0.0,0.0,0.0,0.0,498.501,427.85
