generation, v1, v2, v3, q, v4, v5, nef, nes
3000,4.1929,0.0,0.0,0.0955298,9.69731,0.0108144,497.012,432.942
3005,5.04769,0.0,0.0,0.0137788,9.28499,0.0,499.0,427.766
3010,5.72754,0.0231196,0.0,0.0,9.3308,0.0103517,525.263,444.944
3015,5.98831,0.0,0.0130907,0.0,8.99483,0.00729289,513.374,438.724
3020,6.33289,0.0,0.0,0.0,9.40716,0.0,496.517,433.853
3025,5.82067,0.0,0.0,0.0,10.1555,0.0,488.737,433.991
3030,5.80205,0.0,0.00828082,0.0,10.2776,0.0353213,504.04,428.998
3035,5.82169,0.0,0.0,0.00953463,10.5067,0.0,506.599,432.998
3040,5.76342,0.0,0.0,0.0,11.3924,0.0,494.549,432.721
3045,5.82195,0.0,0.0,0.0,11.6215,0.0437388,471.645,419.914
3050,5.63706,0.0,0.0162993,0.0,12.1407,0.0437388,497.012,429.851
3055,5.4854,0.0,0.0136887,0.0,12.1102,0.0,516.563,434.943
3060,5.59716,0.0,0.0,0.0,13.1792,0.0,512.847,443.991
3065,5.5784,0.0,0.0,0.0,13.9733,0.0,481.196,434.998
3070,6.64023,0.0,0.00630105,0.0,13.9886,0.0092387,489.696,430.979
3075,6.44465,0.0,0.0252042,0.0,13.4846,0.0,518.172,440.0
3080,6.75198,0.0,0.0783168,0.0,13.5152,0.0,489.696,425.991
3085,6.38877,0.0,0.0441073,0.0,13.9275,0.0,514.964,438.943
3090,6.37946,0.0,0.23884,0.0,13.6526,0.0,512.32,434.814
3095,6.39809,0.0,0.349261,0.0,13.1792,0.0,502.012,428.998
3100,6.58435,0.0104201,0.363662,0.0,12.7669,0.0,507.63,438.0
